43,TRANSPARENCY BOARD,APP_CSE_SDO-MANILA_2023,http://depedmanila.net:5000/d/s/x4TyBX0j9XqAZU65sd7hmRVxl7XuAohu/CabLGT8Vz1SjgWK3LKHeF3quR95zMnr2-X7nA0PD8GAs,0000,2023,APP,NULL,NULL,NULL,NULL,APP,active
44,TRANSPARENCY BOARD,APP-CSE-2023,http://depedmanila.net:5000/d/s/x4TyC4MawGhrMcXn5h2GFApbFptDUOkm/mhtLG8Vvprmzect8XqWuldVu8Eff-oS--Gbrg7Vf9GAs,0000,2023,APP,NULL,NULL,NULL,NULL,APP,active
45,TRANSPARENCY BOARD,APP-CSE-2024-Form,http://depedmanila.net:5000/d/s/x4TyAn1i4wRfi9U55jrt065uCUfwIdqg/0ki3tnVwTptea893NUsExuaiT25Ux4XG-JLoAVl39GAs,0000,2024,APP,NULL,NULL,NULL,NULL,APP,active
46,TRANSPARENCY BOARD,APP-CSE-2024,http://depedmanila.net:5000/d/s/x4TyCci3gETL3GkoC9Cuv5FQWuVCbZXr/jUaOLADh5CN50FxPEG0Xf2XV6wCb1NCQ-MrqAmWL9GAs,0000,2024,APP,NULL,NULL,NULL,NULL,APP,active
47,TRANSPARENCY BOARD,2022-APCPI-D.O.-Manila,http://depedmanila.net:5000/d/s/x4VuNJiAkjeLA2nbMLsbKN4EIXlhVbTp/d-rbjywjrUIvg-wHXYRHld_IzYABSB6--97KAsSADGQs,0000,2022,APCPI,NULL,NULL,NULL,NULL,APCPI,active
48,TRANSPARENCY BOARD,APCPI-2022,http://depedmanila.net:5000/d/s/x4Vu8u8vHPCY6JkkthLDpc14CjV3kAZL/a7NVzMtI9HbwT03I5fzx_cb6ZpXw215F-DbMAQywDGQs,0000,2022,APCPI,NULL,NULL,NULL,NULL,APCPI,active
49,TRANSPARENCY BOARD,2023-APCPI-SDO-Manila,http://depedmanila.net:5000/d/s/x4W2KWt4PzsgGIYhQD5EwkEAmUaQy42x/U6N87okaSlC9oTBxxjt6He7kUxTEB8FN-vrOgXY4DGQs,0000,2023,APCPI,NULL,NULL,NULL,NULL,APCPI,active
50,TRANSPARENCY BOARD,APCPI-2023,http://depedmanila.net:5000/d/s/x4W2JBICbqRnlfaLCCh90Bcw4KUkPD1g/tX2fuGUCRvZryTn3OlUAkY9VSLnLAjWF-0LMAMZgDGQs,0000,2023,APCPI,NULL,NULL,NULL,NULL,APCPI,active
51,TRANSPARENCY BOARD,PMR-2022,http://depedmanila.net:5000/d/s/x4W4lLQJjl9TnQDlNHdFHAJV5BDuBGsL/Kc_P_fMnDvZsawb1F6sdbi6m8R7mZCAT-LbQgzrADGQs,0000,2022,PMR,NULL,NULL,NULL,NULL,PMR,active
52,TRANSPARENCY BOARD,PMR-2022,http://depedmanila.net:5000/d/s/x4W4kVcWUqn5znCNg1EszOC80KZBNt8T/qNWxvdLD35VkinYu2Gg7xu-hgR_vFYqD-PLTgeLoDGQs,0000,2022,PMR,NULL,NULL,NULL,NULL,PMR,active
53,TRANSPARENCY BOARD,PMR-2023,http://depedmanila.net:5000/d/s/x4W4lmOD62RhryVcDhAWbL05LXBIwDC8/W_zERhkwVErPwchtehzYfmesAFay-mDH-TrSACcMDGQs,0000,2023,PMR,NULL,NULL,NULL,NULL,PMR,active
54,TRANSPARENCY BOARD,PMR-2023,http://depedmanila.net:5000/d/s/x4W7yAIXRGscix9RP7i6muJWQ6h1PDBI/XY2jsBGQFY2xHV81BJsu9dsmp5d6iNJe-fbTgRtQDGQs,0000,2023,PMR,NULL,NULL,NULL,NULL,PMR,active
55,TRANSPARENCY BOARD,EPA-for-FY-2024,http://depedmanila.net:5000/d/s/x4W9Zw1A0CkW4DhPSlkNXw6IR8OafLQS/2VYj8WC3Qi4zFFBHNfmLGC_3hhM_v_2b-urRAyukDGQs,0000,2024,EPA,NULL,NULL,NULL,NULL,EPA,active
56,TRANSPARENCY BOARD,Posting-Certification-for-EPA-2023,http://depedmanila.net:5000/d/s/x4fylfGC0qImnzvTlxtJHVBy03kuIbcR/R_hoHzMMJobQHDsu1xXn08zht4FgMYsH-Ib0gSWUjGQs,0000,2023,EPA,NULL,NULL,NULL,NULL,EPA,active
57,TRANSPARENCY BOARD,Posting-Certification-for-EPA-2024,http://depedmanila.net:5000/d/s/x4gCN1UpdVS1kBdxDYomaGEP1YKCwgwY/nzt6V6jIo8k-T342lBTWcXPbv1Uc1J7n-rr2gKRYkGQs,0000,2024,EPA,NULL,NULL,NULL,NULL,EPA,active
58,TRANSPARENCY BOARD,Posting-Certification-for-PMR-2022,http://depedmanila.net:5000/d/s/x4gEOkNSZvGUscdl2wcZjpkGR8Aq2ZO3/u1T39q7rHZwac-u7u4in80Gr2AK9xe5h-372AkjIkGQs,0000,2022,PMR,NULL,NULL,NULL,NULL,PMR,active
59,TRANSPARENCY BOARD,Posting-Certification-for-PMR-2023,http://depedmanila.net:5000/d/s/x4gEP2GBm6JQ4S1OJu0Yuj17zJSdu1Rh/7Pap-6h5cWLRbbQp4Z6OgoCQ9BRHg468-973AvkIkGQs,0000,2023,PMR,NULL,NULL,NULL,NULL,PMR,active
60,TRANSPARENCY BOARD,Posting-Certification-for-APP-2023,http://depedmanila.net:5000/d/s/x4gHr7vRp9L4OkTAgBaY3qMc3h53VroQ/RsWSCD7RtvwCVv6hdYh_hkmqp4pZeubT-Kb5AXmAkGQs,0000,2023,APP,NULL,NULL,NULL,NULL,APP,active
61,TRANSPARENCY BOARD,Posting-Certification-for-APP-2024,http://depedmanila.net:5000/d/s/x4gHqgokts3PDbpJY5oULZPNzBdsQtTr/sL1kQY31eupL_8uFYNgO_aGhSKplkUzt-M74AHmkkGQs,0000,2024,APP,NULL,NULL,NULL,NULL,APP,active
62,TRANSPARENCY BOARD,Posting-Certification-for-APCPI-2022,http://depedmanila.net:5000/d/s/x4gK0BgGi2ssMK8z2dMSKn5rrDPmUI7k/KldtXLQCpxPVTR4C2jMntTQuWKMhdurT-Xr7g6nokGQs,0000,2022,APCPI,NULL,NULL,NULL,NULL,APCPI,active
63,TRANSPARENCY BOARD,Posting-Certification-for-APCPI-2023,http://depedmanila.net:5000/d/s/x4gK0VYBofQvl5qr5jpkvzxEhKTYe09s/VnqtSsSZYItz_pvCSeWTQCxaAVzQOvTZ-br5gEoYkGQs,0000,2023,APCPI,NULL,NULL,NULL,NULL,APCPI,active
